province_name,district,year,week,disease_cases,weekly_diarrhea_cases,population,rainfall,mean_temperature,max_temperature,min_temperature,rainsum_std,rainfall_std
01 Vientiane Capital,1,2015,1,0,38,844026,0.0,22.5,29.15,15.8,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,2,0,65,844026,13.7,21.5,24.9428571428571,18.0142857142857,-0.350351149750513,-0.35071897258121265
01 Vientiane Capital,1,2015,3,0,67,844026,0.0,20.2571428571429,26.2571428571429,14.2142857142857,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,4,0,116,844026,0.0,24.0285714285714,30.5428571428571,17.4571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,5,0,132,844026,0.0,24.5857142857143,30.7571428571429,18.3714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,6,0,99,844026,0.0,23.0571428571429,28.2857142857143,17.7857142857143,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,7,0,198,844026,15.1,24.8714285714286,29.7714285714286,19.9285714285714,-0.318220231023394,-0.3185543205967952
01 Vientiane Capital,1,2015,8,0,190,844026,16.2,26.6714285714286,31.5857142857143,21.7428571428571,-0.292974509166371,-0.29328209403761013
01 Vientiane Capital,1,2015,9,0,163,844026,0.0,28.9285714285714,35.3571428571429,22.4428571428571,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,10,0,80,844026,3.6,30.3714285714286,35.9571428571429,24.7142857142857,-0.582152777710446,-0.5827639618973667
01 Vientiane Capital,1,2015,11,0,120,844026,0.0,29.2,34.3571428571429,23.9857142857143,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,12,0,85,844026,13.2,29.4857142857143,33.3571428571429,25.5857142857143,-0.361826477867341,-0.36220634828993314
01 Vientiane Capital,1,2015,13,0,108,844026,2.9,27.9857142857143,33.1428571428571,22.8,-0.598218237074006,-0.5988462878895755
01 Vientiane Capital,1,2015,14,0,57,844026,0.0,31.2,37.8285714285714,24.5428571428571,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,15,0,33,844026,15.1,27.8142857142857,32.4285714285714,23.1428571428571,-0.318220231023394,-0.3185543205967952
01 Vientiane Capital,1,2015,16,0,62,844026,0.0,30.3428571428571,37.5428571428571,23.1142857142857,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,17,2,48,844026,19.2,28.7142857142857,32.9714285714286,24.4142857142857,-0.224122540465401,-0.22435783978528712
01 Vientiane Capital,1,2015,18,0,76,844026,1.8,31.4285714285714,37.0857142857143,25.7285714285714,-0.623463958931028,-0.6241185144487605
01 Vientiane Capital,1,2015,19,0,90,844026,15.6,31.3571428571429,36.9714285714286,25.7142857142857,-0.306744902906565,-0.30706694488807473
01 Vientiane Capital,1,2015,20,8,83,844026,9.3,30.5571428571429,35.4428571428571,25.6285714285714,-0.451334037178603,-0.45180787881795303
01 Vientiane Capital,1,2015,21,0,71,844026,14.1,31.3142857142857,35.7142857142857,26.8714285714286,-0.34117088725705,-0.3415290720142362
01 Vientiane Capital,1,2015,22,0,69,844026,17.9,31.0,35.9428571428571,26.0285714285714,-0.253958393569155,-0.25422501662796043
01 Vientiane Capital,1,2015,23,2,68,844026,44.6,30.4285714285714,34.8571428571429,25.9285714285714,0.358824127869479,0.3592008462177144
01 Vientiane Capital,1,2015,24,2,49,844026,52.1,29.7285714285714,34.1,25.3428571428571,0.530954049621905,0.5315114818485219
01 Vientiane Capital,1,2015,25,0,28,844026,3.8,31.1285714285714,35.4428571428571,26.7714285714286,-0.577562646463715,-0.5781690116138786
01 Vientiane Capital,1,2015,26,0,94,844026,8.3,30.3428571428571,34.1,26.5285714285714,-0.474284693412259,-0.474782630235394
01 Vientiane Capital,1,2015,27,6,85,844026,67.0,32.2,36.8428571428571,27.4714285714286,0.87291882750339,0.8738352779683929
01 Vientiane Capital,1,2015,28,0,89,844026,12.3,29.1857142857143,32.9714285714286,25.3714285714286,-0.382482068477632,-0.38288362456563
01 Vientiane Capital,1,2015,29,4,51,844026,106.5,28.2285714285714,30.8,25.6142857142857,1.77946974873283,1.7813379589573126
01 Vientiane Capital,1,2015,30,4,63,844026,46.4,27.2,29.5714285714286,24.7714285714286,0.400135309090061,0.4005553987691082
01 Vientiane Capital,1,2015,31,6,35,844026,177.0,26.9142857142857,29.6428571428571,24.1285714285714,3.39749101320563,3.401057933886903
01 Vientiane Capital,1,2015,32,6,34,844026,11.8,29.2857142857143,33.0142857142857,25.5142857142857,-0.393957396594461,-0.3943710002743505
01 Vientiane Capital,1,2015,33,0,67,844026,12.3,29.6571428571429,33.7571428571429,25.5428571428571,-0.382482068477632,-0.38288362456563
01 Vientiane Capital,1,2015,34,16,66,844026,82.7,29.9857142857143,33.9,26.0142857142857,1.2332441303718,1.2345388752222168
01 Vientiane Capital,1,2015,35,14,40,844026,35.9,28.4428571428571,31.2571428571429,25.6142857142857,0.159153418636666,0.15932050888597762
01 Vientiane Capital,1,2015,36,10,62,844026,48.4,28.5571428571429,32.2428571428571,24.8285714285714,0.446036621557375,0.44650490160399015
01 Vientiane Capital,1,2015,37,10,39,844026,43.3,28.9428571428571,32.6,25.2285714285714,0.328988274765726,0.329333669375041
01 Vientiane Capital,1,2015,38,16,42,844026,144.4,28.5428571428571,31.9285714285714,25.1,2.64929961998842,2.6520810376783266
01 Vientiane Capital,1,2015,39,20,46,844026,5.8,29.6714285714286,33.5142857142857,25.7857142857143,-0.531661333996401,-0.5322195087789965
01 Vientiane Capital,1,2015,40,14,39,844026,32.8,28.6,32.5142857142857,24.6571428571429,0.0880063843123301,0.08809877949191047
01 Vientiane Capital,1,2015,41,10,24,844026,55.0,26.6,29.7142857142857,23.4571428571429,0.597510952699509,0.5981382609591008
01 Vientiane Capital,1,2015,42,10,43,844026,0.0,28.3857142857143,32.4,24.3,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,43,16,35,844026,0.0,28.1571428571429,32.3142857142857,23.9428571428571,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,44,20,29,844026,1.3,28.4142857142857,32.7285714285714,24.0714285714286,-0.634939287047856,-0.635605890157481
01 Vientiane Capital,1,2015,45,14,57,844026,23.6,28.3571428571429,32.6428571428571,24.0571428571429,-0.123139653037312,-0.12326893354854666
01 Vientiane Capital,1,2015,46,36,54,844026,5.3,29.0285714285714,33.4857142857143,24.5285714285714,-0.543136662113229,-0.5437068844877171
01 Vientiane Capital,1,2015,47,32,47,844026,41.1,28.6571428571429,33.3142857142857,23.9571428571429,0.278496831051681,0.2787892162566709
01 Vientiane Capital,1,2015,48,44,50,844026,0.0,27.2857142857143,32.0571428571429,22.4571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,49,38,30,844026,12.8,25.8,29.3142857142857,22.2428571428571,-0.371006740360804,-0.3713962488569095
01 Vientiane Capital,1,2015,50,30,39,844026,0.0,26.4714285714286,31.8428571428571,21.0571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,51,40,32,844026,0.0,23.1,27.9,18.2714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,52,54,23,844026,0.0,25.9428571428571,29.4,22.4571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2015,53,0,5,844026,0.0,24.85,30.3,19.4,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,1,2,52,864954,0.0,24.6166666666667,30.4833333333333,18.7,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,2,7,63,864954,0.0,25.0,30.4714285714286,19.5,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,3,3,74,864954,2.3,26.3285714285714,31.3857142857143,21.1714285714286,-0.6119886308142,-0.61263113874004
01 Vientiane Capital,1,2016,4,0,54,864954,34.7,18.9428571428571,21.7,16.1428571428571,0.131612631156278,0.1317508071850485
01 Vientiane Capital,1,2016,5,0,35,864954,1.6,23.5428571428571,28.7571428571429,18.2571428571429,-0.628054090177759,-0.6287134647322488
01 Vientiane Capital,1,2016,6,1,58,864954,0.0,20.5142857142857,26.3428571428571,14.6714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,7,0,69,864954,0.0,24.3428571428571,31.5142857142857,17.1142857142857,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,8,0,67,864954,0.0,25.2428571428571,30.5428571428571,19.9142857142857,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,9,1,96,864954,0.0,23.2,28.9857142857143,17.3714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,10,0,90,864954,0.0,28.1714285714286,34.1714285714286,22.1571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,11,1,165,864954,0.0,28.8857142857143,34.5571428571429,23.1571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,12,0,135,864954,0.0,31.5285714285714,38.8285714285714,24.1714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,13,0,104,864954,0.0,26.5857142857143,31.6,21.5285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,14,1,99,864954,3.2,30.1142857142857,36.1571428571429,24.0571428571429,-0.591333040203909,-0.5919538624643432
01 Vientiane Capital,1,2016,15,1,41,864954,0.0,33.1571428571429,39.6714285714286,26.6285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,16,3,130,864954,1.5,33.2857142857143,39.1285714285714,27.4,-0.630349155801125,-0.6310109398739929
01 Vientiane Capital,1,2016,17,3,143,864954,0.0,32.7285714285714,38.8714285714286,26.5285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,18,9,33,864954,41.8,29.7,34.1714285714286,25.1714285714286,0.294562290415241,0.2948715422488795
01 Vientiane Capital,1,2016,19,0,72,864954,0.0,33.0571428571429,38.4857142857143,27.5571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,20,1,83,864954,60.5,30.8142857142857,35.2142857142857,26.3714285714286,0.723739561984621,0.7244993937550264
01 Vientiane Capital,1,2016,21,1,45,864954,49.4,30.1142857142857,34.3571428571429,25.8428571428571,0.468987277791032,0.4694796530214312
01 Vientiane Capital,1,2016,22,0,38,864954,159.4,29.0428571428571,32.5571428571429,25.5,2.99355946349327,2.9967023089399416
01 Vientiane Capital,1,2016,23,38,58,864954,52.6,29.2857142857143,32.9142857142857,25.6,0.542429377738733,0.5429988575572424
01 Vientiane Capital,1,2016,24,0,66,864954,2.8,30.2428571428571,33.8857142857143,26.5714285714286,-0.600513302697371,-0.6011437630313196
01 Vientiane Capital,1,2016,25,2,53,864954,18.8,29.6,33.0428571428571,26.1142857142857,-0.233302802958864,-0.2335477403522635
01 Vientiane Capital,1,2016,26,1,50,864954,66.9,28.9857142857143,32.8714285714286,25.0714285714286,0.870623761880024,0.8715378028266489
